speakerid,age,age_onset,birthplace,filename,native_language,sex,country,file_missing?
769,20.0,11.0,"otwock, poland",polish8,polish,male,poland,False
770,54.0,13.0,"rotterdam, netherlands",dutch5,dutch,female,netherlands,False
771,50.0,0.0,"dundee, scotland, uk",english225,english,male,uk,False
772,38.0,0.0,"walton-on-thames, surrey, uk",english226,english,male,uk,False
773,42.0,0.0,"camberley, surrey, uk",english227,english,female,uk,False
774,59.0,0.0,"glasgow, scotland, uk",english228,english,female,uk,False
775,25.0,0.0,"burlington, vermont, usa",english229,english,male,usa,False
776,35.0,0.0,"launceston, tasmania, australia",english230,english,male,australia,False
777,29.0,21.0,"popayan, cauca, colombia",spanish52,spanish,female,colombia,False
778,53.0,12.0,"dakar, senegal",pulaar1,pulaar,female,senegal,False
779,44.0,13.0,"rufisque, senegal",pulaar2,pulaar,male,senegal,False
780,39.0,18.0,"fatick, senegal",serer1,serer,male,senegal,False
781,52.0,14.0,"khombole, senegal",wolof3,wolof,female,senegal,False
782,56.0,12.0,"dagana, senegal",wolof4,wolof,female,senegal,False
783,30.0,13.0,"saint louis, senegal",wolof5,wolof,female,senegal,False
784,34.0,16.0,"ziguinchor, senegal",jola1,jola,male,senegal,False
785,35.0,15.0,"tambacounda, senegal",xasonga1,xasonga,female,senegal,False
786,53.0,30.0,"dakar, senegal",pulaar3,pulaar,male,senegal,False
787,26.0,14.0,"goudiri, senegal",bambara4,bambara,male,senegal,False
789,23.0,12.0,"ziguinchor, senegal",mandinka1,mandinka,male,senegal,False
790,27.0,15.0,"goudomp, senegal",mankanya1,mankanya,male,senegal,False
791,22.0,0.0,"tampa, florida, usa",english231,english,male,usa,False
792,26.0,26.0,"kabul, kandahar, afghanistan",pashto2,pashto,female,afghanistan,False
793,26.0,0.0,"edmonton, alberta, canada",english233,english,female,canada,False
794,49.0,0.0,"bloomington, indiana, usa",english234,english,male,usa,False
795,52.0,0.0,"richmond, virginia, usa",english235,english,female,usa,False
796,26.0,13.0,"wuhan, hubei, china",mandarin17,mandarin,male,china,False
797,33.0,6.0,"bogota, colombia",spanish53,spanish,male,colombia,False
798,32.0,0.0,"metairie, louisiana, usa",english232,english,female,usa,False
799,44.0,0.0,"st. charles, illinois, usa",english236,english,male,usa,False
800,25.0,18.0,"vina del mar, chile",spanish54,spanish,male,chile,False
801,22.0,0.0,"jeffersonville, ohio, usa",english237,english,female,usa,False
802,21.0,0.0,"vancouver, british  columbia, canada",english238,english,female,canada,False
803,19.0,0.0,"fort kobbe, panama",english239,english,male,panama,False
804,23.0,12.0,"alma, quebec, canada",french20,french,male,canada,False
805,20.0,4.0,"quezon city, philippines",tagalog6,tagalog,male,philippines,False
806,18.0,15.0,"salinas, brazil",portuguese17,portuguese,male,brazil,False
807,36.0,4.0,"dharan, nepal",nepali3,nepali,male,nepal,False
808,25.0,12.0,"sarajevo, bosnia and herzegovina",bosnian3,bosnian,female,bosnia and herzegovina,False
809,33.0,12.0,"sulaymaniyah, iraq",kurdish3,kurdish,female,iraq,False
810,36.0,9.0,"tandil, argentina",spanish55,spanish,male,argentina,False
811,20.0,9.0,"amiens, france",french21,french,male,france,False
812,50.0,12.0,"almada, portugal",portuguese18,portuguese,female,portugal,False
813,62.0,12.0,"igoumenitsa, greece",greek6,greek,female,greece,False
814,36.0,20.0,"reykjavik, iceland",icelandic3,icelandic,female,iceland,False
815,26.0,0.0,"guelph, ontario, canada",english240,english,male,canada,False
816,23.0,12.0,"klaipeda, lithuania",lithuanian4,lithuanian,female,lithuania,False
817,52.0,0.0,"wanganui, new zealand",english241,english,female,new zealand,False
818,77.0,0.0,"laurel, mississippi, usa",english242,english,female,usa,False
819,24.0,7.0,"tervuren, belgium",vlaams1,vlaams,male,belgium,False
820,27.0,0.0,"fredericton, new brunswick, canada",english243,english,male,canada,False
821,23.0,0.0,"san francisco, california, usa",english244,english,male,usa,False
822,78.0,16.0,"ghent, belgium",french22,french,female,belgium,False
823,76.0,16.0,"ghent, belgium",french23,french,female,belgium,False
824,25.0,0.0,"pittsburgh, pennsylvania, usa",english245,english,male,usa,False
825,32.0,0.0,"los angeles, california, usa",english246,english,male,usa,False
826,34.0,32.0,"kashgar, china",uyghur2,uyghur,female,china,False
827,26.0,12.0,"hakodate, japan",japanese10,japanese,female,japan,False
828,33.0,13.0,"tai chung, taiwan",taiwanese6,taiwanese,female,taiwan,False
829,32.0,4.0,"florianopolis, brazil",portuguese19,portuguese,male,brazil,False
830,25.0,5.0,"pokhara, nepal",nepali4,nepali,male,nepal,False
831,23.0,13.0,"komsomolsk-on-amur, russia",russian18,russian,male,russia,False
832,47.0,13.0,"mostaganem, algeria",french24,french,male,algeria,False
833,21.0,10.0,"campinas, brazil",portuguese20,portuguese,male,brazil,False
834,40.0,17.0,"zhezkazgan, kazakhstan",russian19,russian,male,kazakhstan,False
835,33.0,0.0,"prince rupert, british columbia, canada",english247,english,male,canada,False
836,33.0,3.0,"moga, india",punjabi4,punjabi,female,india,False
837,31.0,2.0,"bombay, india",marathi3,marathi,male,india,False
838,22.0,8.0,"monterrey, mexico",spanish56,spanish,male,mexico,False
839,48.0,15.0,"forli, italy",italian15,italian,male,italy,False
840,18.0,0.0,"philadelphia, pennsylvania, usa",english248,english,female,usa,False
841,23.0,15.0,"ostroleka, poland",polish9,polish,female,poland,False
842,30.0,15.0,"wolanow, poland",polish10,polish,female,poland,False
843,56.0,10.0,"warsaw, poland",polish11,polish,female,poland,False
844,53.0,44.0,"akhtyrka, ukraine",ukrainian2,ukrainian,female,ukraine,False
845,64.0,10.0,"hubballi, karnataka, india",hindi5,hindi,female,india,False
846,29.0,27.0,"budapest, hungary",hungarian5,hungarian,female,hungary,False
847,46.0,10.0,"brussels, belgium",dutch6,dutch,female,belgium,False
848,31.0,8.0,"sofia, bulgaria",bulgarian8,bulgarian,female,bulgaria,False
849,54.0,12.0,"yerevan, armenia",armenian3,armenian,female,armenia,False
850,29.0,0.0,"boston, massachusetts, usa",english249,english,female,usa,False
851,46.0,12.0,"lagos, nigeria",yoruba4,yoruba,male,nigeria,False
852,19.0,0.0,"chester, england, uk",english250,english,male,uk,False
854,29.0,4.0,"kuwait city, kuwait",urdu4,urdu,male,kuwait,False
855,21.0,0.0,"mt. kisco, new york, usa",english251,english,male,usa,False
856,25.0,0.0,"san jose ca, california, usa",english252,english,female,usa,False
857,21.0,0.0,"dublin, ireland",english253,english,male,ireland,False
858,39.0,0.0,"eugene, oregon, usa",english254,english,male,usa,False
859,24.0,0.0,"oamaru, new zealand",english255,english,female,new zealand,False
860,20.0,12.0,"st. louis fr, france",french25,french,male,france,False
861,23.0,0.0,"laurinburg, north carolina, usa",english256,english,male,usa,False
862,31.0,12.0,"qingyuan, guangdong, china",cantonese15,cantonese,female,china,False
863,24.0,0.0,"san diego, california, usa",english257,english,male,usa,False
864,55.0,12.0,"odessa, ukraine",ukrainian3,ukrainian,female,ukraine,False
865,38.0,12.0,"chisinau, moldova",romanian12,romanian,female,moldova,False
866,27.0,4.0,"new delhi, india",hindi6,hindi,female,india,False
867,60.0,5.0,"allahabad, utter pardesh, india",hindi7,hindi,female,india,False
868,33.0,28.0,"mitrovice, kosovo",albanian4,albanian,male,kosovo,False
869,24.0,0.0,"kilkenny, ireland",english258,english,male,ireland,False
870,23.0,0.0,"singapore, singapore",english259,english,male,singapore,False
871,18.0,0.0,"phoenix, arizona, usa",english260,english,female,usa,False
872,29.0,13.0,"taoyuan, taiwan",mandarin18,mandarin,female,taiwan,False
873,30.0,5.0,"victoria, british columbia, canada",finnish5,finnish,male,canada,False
874,29.0,3.0,"hong kong, china",cantonese16,cantonese,female,china,False
875,59.0,0.0,"forestville, maryland, usa",english261,english,female,usa,False
876,60.0,0.0,"naylor, maryland, usa",english262,english,male,usa,False
877,56.0,4.0,"tanga, tanzania",kiswahili5,kiswahili,female,tanzania,False
878,26.0,3.0,"hong kong, china",cantonese17,cantonese,female,china,False
879,57.0,15.0,"prague, czech republic",czech4,czech,female,czech republic,False
880,38.0,14.0,"budapest, hungary",hungarian6,hungarian,female,hungary,False
881,31.0,11.0,"bremen, germany",german16,german,female,germany,False
882,53.0,10.0,"frankfurt, germany",german17,german,female,germany,False
883,40.0,20.0,"warsaw, poland",polish12,polish,male,poland,False
884,21.0,0.0,"oak forest, illinois, usa",english263,english,male,usa,False
885,19.0,3.0,"hong kong, china",cantonese18,cantonese,male,china,False
886,33.0,11.0,"montevideo, uruguay",spanish57,spanish,male,uruguay,False
887,32.0,8.0,"dar-es-salaam, tanzania",kiswahili6,kiswahili,female,tanzania,False
888,24.0,15.0,"stip, macedonia",macedonian2,macedonian,male,macedonia,False
889,21.0,0.0,"freemont, california, usa",english264,english,male,usa,False
890,31.0,0.0,"vancouver wa, washington, usa",english265,english,male,usa,False
891,23.0,17.0,"sao paulo, brazil",portuguese21,portuguese,male,brazil,False
892,22.0,8.0,"kota kinabalu, malaysia",korean14,korean,female,malaysia,False
893,29.0,6.0,"bad aussee, austria",german18,german,male,austria,False
894,25.0,11.0,"vranje, serbia",serbian12,serbian,female,serbia,False
895,68.0,10.0,"amsterdam, netherlands",dutch7,dutch,male,netherlands,False
896,35.0,12.0,"alphen aan de ryn, netherlands",dutch8,dutch,female,netherlands,False
897,68.0,12.0,"almelo, netherlands",dutch9,dutch,female,netherlands,False
898,26.0,10.0,"phrae, thailand",thai7,thai,female,thailand,False
899,18.0,0.0,"san diego, california, usa",english266,english,male,usa,False
900,66.0,0.0,"leeds, uk",english267,english,male,uk,False
901,67.0,0.0,"leeds, uk",english268,english,female,uk,False
902,22.0,0.0,"adelaide, australia",english269,english,female,australia,False
903,29.0,0.0,"cape town, south africa",english270,english,male,south africa,False
904,32.0,0.0,"cape town, south africa",english271,english,female,south africa,False
905,20.0,0.0,"dallas, texas, usa",english272,english,male,usa,False
906,31.0,18.0,"bogota, colombia",spanish58,spanish,male,colombia,False
907,46.0,0.0,"blue bell, pennsylvania, usa",english273,english,male,usa,False
908,31.0,5.0,"mayaguez, puerto rico",spanish59,spanish,female,puerto rico,False
909,25.0,0.0,"sydney, australia",english274,english,female,australia,False
910,19.0,8.0,"imphal, india",hindi8,hindi,male,india,False
911,28.0,17.0,"kostanai, kazakhstan",russian20,russian,female,kazakhstan,False
912,20.0,0.0,"clifton, new jersey, usa",english275,english,female,usa,False
913,39.0,12.0,"essen, belgium",dutch10,dutch,male,belgium,False
914,45.0,7.0,"singapore, singapore",hainanese1,hainanese,male,singapore,False
915,18.0,9.0,"santiago-dr, dominican republic",spanish60,spanish,female,dominican republic,False
916,27.0,13.0,"qinzhou, guangxi, china",mandarin19,mandarin,male,china,False
917,27.0,11.0,"montreal, quebec, canada",french26,french,female,canada,False
918,50.0,0.0,"chattanooga, tennessee, usa",english276,english,female,usa,False
919,48.0,0.0,"hudson, new york, usa",english277,english,female,usa,False
920,23.0,10.0,"abu dhabi, united arab emirates",arabic22,arabic,female,united arab emirates,False
921,18.0,0.0,"augusta, georgia, usa",english278,english,female,usa,False
922,30.0,0.0,"singapore, singapore",english279,english,female,singapore,False
923,31.0,10.0,"ruse, bulgaria",bulgarian9,bulgarian,female,bulgaria,False
924,67.0,39.0,"azuaga, spain",spanish61,spanish,male,spain,False
925,63.0,19.0,"buenos aires, argentina",spanish62,spanish,female,argentina,False
926,27.0,9.0,"stuttgart, germany",turkish18,turkish,male,germany,False
927,42.0,13.0,"al mahalla, egypt",arabic23,arabic,male,egypt,False
928,19.0,11.0,"offenbach, germany",german19,german,female,germany,False
929,41.0,14.0,"brugge, belgium",dutch11,dutch,male,belgium,False
930,46.0,12.0,"babadag, romanian",romanian13,romanian,male,romanian,False
931,40.0,12.0,"ping tong, taiwan",mandarin20,mandarin,female,taiwan,False
932,38.0,12.0,"algiers, algeria",french27,french,female,algeria,False
933,43.0,17.0,"luanda, angola",portuguese22,portuguese,female,angola,False
934,52.0,5.0,"dar-es-salaam, tanzania",kiswahili7,kiswahili,female,tanzania,False
935,19.0,0.0,"ramsey, isle of man",english280,english,female,isle of man,False
936,41.0,16.0,"chur, switzerland",german20,german,male,switzerland,False
937,23.0,0.0,"ramsey mn, minnesota, usa",english281,english,male,usa,False
938,29.0,10.0,"curitiba, brazil",portuguese23,portuguese,female,brazil,False
939,20.0,0.0,"tampa, florida, usa",english282,english,male,usa,False
940,18.0,8.0,"kiev, ukraine",ukrainian4,ukrainian,male,ukraine,False
941,52.0,12.0,"jerusalem, israel",hebrew7,hebrew,male,israel,False
942,40.0,14.0,"mantua, italy",italian16,italian,male,italy,False
943,20.0,11.0,"travnik, bosnia and herzegovina",bosnian4,bosnian,male,bosnia and herzegovina,False
944,25.0,6.0,"travnik, bosnia and herzegovina",bosnian5,bosnian,female,bosnia and herzegovina,False
945,25.0,11.0,"teslic, bosnia and herzegovina",serbian13,serbian,female,bosnia and herzegovina,False
946,31.0,11.0,"vlore, albania",albanian5,albanian,male,albania,False
947,27.0,12.0,"tbilisi, republic of georgia",armenian4,armenian,female,republic of georgia,False
948,24.0,11.0,"stip, macedonia",macedonian3,macedonian,male,macedonia,False
949,21.0,11.0,"stip, macedonia",macedonian4,macedonian,male,macedonia,False
950,38.0,11.0,"rijeka, croatia",croatian4,croatian,male,croatia,False
951,18.0,0.0,"pelham, new york, usa",english283,english,male,usa,False
952,33.0,0.0,"gainesville, florida, usa",english284,english,male,usa,False
953,23.0,12.0,"karachi, pakistan",urdu5,urdu,male,pakistan,False
954,46.0,10.0,"moscow, russia",russian21,russian,female,russia,False
955,18.0,10.0,"kiev, ukraine",ukrainian5,ukrainian,male,ukraine,False
956,36.0,10.0,"oosterbeek, netherlands",dutch12,dutch,male,netherlands,False
957,35.0,11.0,"port-au-prince, haiti",french28,french,female,haiti,False
958,22.0,14.0,"gryfino, western pomerania, poland",polish13,polish,male,poland,False
959,32.0,10.0,"la coruna, spain",spanish63,spanish,female,spain,False
960,22.0,11.0,"santos, brazil",portuguese24,portuguese,female,brazil,False
961,50.0,0.0,"melbourne, australia",english285,english,male,australia,False
962,28.0,12.0,"medellin, colombia",spanish64,spanish,male,colombia,False
963,36.0,7.0,"kandahar, afghanistan",pashto3,pashto,female,afghanistan,False
964,70.0,11.0,"riga, latvia",latvian2,latvian,female,latvia,False
965,21.0,15.0,"dobrich, bulgaria",bulgarian10,bulgarian,female,bulgaria,False
966,24.0,16.0,"dobrich, bulgaria",bulgarian11,bulgarian,male,bulgaria,False
968,20.0,12.0,"kabul, afghanistan",dari3,dari,male,afghanistan,False
969,23.0,21.0,"segou, mali",bambara5,bambara,female,mali,False
970,40.0,7.0,"cairo, egypt",arabic24,arabic,male,egypt,False
971,25.0,18.0,"istanbul, turkey",turkish19,turkish,male,turkey,False
972,20.0,18.0,"rio de janeiro, brazil",portuguese25,portuguese,female,brazil,False
973,25.0,13.0,"costesti, moldova",romanian14,romanian,female,moldova,False
974,38.0,4.0,"accra, ghana",ga2,ga,female,ghana,False
975,37.0,5.0,"accra, ghana",ewe2,ewe,female,ghana,False
976,60.0,5.0,"accra, ghana",ga3,ga,female,ghana,False
977,21.0,0.0,"beaumont, texas, usa",english286,english,female,usa,False
978,36.0,9.0,"hosanna, ethiopia",kambaata1,kambaata,male,ethiopia,False
979,41.0,5.0,"accra, ghana",akan1,akan,male,ghana,False
980,27.0,8.0,"bucharest, romania",romanian15,romanian,female,romania,False
981,27.0,0.0,"singapore, singapore",english287,english,female,singapore,False
982,26.0,0.0,"st. louis, missouri, usa",english288,english,female,usa,False
983,19.0,0.0,"fairfax, virginia, usa",english289,english,female,usa,False
984,38.0,9.0,"chengdu, sichuan, china",mandarin21,mandarin,female,china,False
985,31.0,4.0,"addis ababa, ethiopia",amharic6,amharic,female,ethiopia,False
986,20.0,0.0,"duluth, georgia, usa",english290,english,male,usa,False
987,61.0,12.0,"kolkata, india",bengali9,bengali,female,india,False
988,26.0,20.0,"podgorica, montenegro",serbian14,serbian,female,montenegro,False
989,38.0,13.0,"addis ababa, ethiopia",amharic7,amharic,male,ethiopia,False
990,30.0,12.0,"addis ababa, ethiopia",amharic8,amharic,female,ethiopia,False
991,40.0,12.0,"addis ababa, ethiopia",amharic9,amharic,male,ethiopia,False
992,38.0,6.0,"douala, cameroon",bafang2,bafang,male,cameroon,False
994,30.0,11.0,"riga, latvia",russian22,russian,male,latvia,False
995,28.0,14.0,"turin, italy",italian17,italian,male,italy,False
996,25.0,9.0,"bucharest, romania",romanian16,romanian,female,romania,False
997,21.0,15.0,"yerevan, armenia",armenian5,armenian,female,armenia,False
998,29.0,19.0,"gonder, ethiopia",amharic10,amharic,female,ethiopia,False
999,54.0,15.0,"mango, togo",moba1,moba,male,togo,False
1000,39.0,13.0,"lautem, timor-leste",fataluku1,fataluku,male,timor-leste,False
1002,51.0,7.0,"durame, ethiopia",kambaata2,kambaata,male,ethiopia,False
1003,33.0,10.0,"zwolle, netherlands",dutch13,dutch,female,netherlands,False
1004,35.0,12.0,"zwolle, netherlands",dutch14,dutch,female,netherlands,False
1005,42.0,40.0,"pusan, south korea",korean15,korean,male,south korea,False
1006,30.0,13.0,"nonsan, south korea",korean16,korean,female,south korea,False
1007,21.0,8.0,"cheju-do, south korea",korean17,korean,male,south korea,False
1008,24.0,18.0,"conakry, guinea",susu1,susu,male,guinea,False
1009,18.0,3.0,"dhaka, bangladesh",bengali10,bengali,female,bangladesh,False
1010,18.0,6.0,"peshawar, pakistan",pashto4,pashto,female,pakistan,False
1011,38.0,5.0,"ramun, israel (occupied territory)",arabic25,arabic,male,israel (occupied territory),False
1012,43.0,14.0,"amman, jordan",arabic26,arabic,female,jordan,False
1013,70.0,10.0,"jerusalem, israel",arabic27,arabic,male,israel,False
1014,24.0,3.0,"bangalore, india",urdu6,urdu,female,india,False
1015,32.0,4.0,"kabul, afghanistan",farsi11,farsi,female,afghanistan,False
1016,28.0,3.0,"bombay, india",gujarati5,gujarati,female,india,False
1017,31.0,4.0,"durgapur, west bengal, india",hindi9,hindi,male,india,False
1018,34.0,3.5,"durgapur, west bengal, india",bengali11,bengali,male,india,False
1019,39.0,11.0,"haikou, hainan, china",mandarin22,mandarin,female,china,False
1020,42.0,7.0,"mulanje, malawi",chichewa1,chichewa,male,malawi,False
1021,54.0,10.0,"cannes, france",french29,french,female,france,False
1022,51.0,12.0,"hosanna, ethiopia",hadiyya1,hadiyya,male,ethiopia,False
1023,37.0,12.0,"kinshasa, democratic republic of congo",french30,french,male,democratic republic of congo,False
1024,19.0,15.0,"ulaanbaatar, mongolia",mongolian4,mongolian,male,mongolia,False
1025,29.0,22.0,"zenica, bosnia and herzegovina",bosnian6,bosnian,female,bosnia and herzegovina,False
1026,18.0,0.0,"belize city, belize",english291,english,male,belize,False
1027,20.0,10.0,"uddevalla, sweden",swedish9,swedish,male,sweden,False
1028,42.0,12.0,"malakal, sudan",shilluk1,shilluk,male,sudan,False
1029,34.0,6.0,"khartoum, sudan",bari1,bari,male,sudan,False
1030,36.0,7.0,"khartoum, sudan",bari2,bari,male,sudan,False
1031,56.0,28.0,"kimulaza, uige, angola",kikongo2,kikongo,male,angola,False
1032,30.0,11.0,"hosanna, ethiopia",hadiyya2,hadiyya,male,ethiopia,False
1033,54.0,8.0,"hosanna, ethiopia",kambaata3,kambaata,male,ethiopia,False
1034,49.0,7.0,"kano, nigeria",hausa1,hausa,male,nigeria,False
1035,46.0,10.0,"bauchi, nigeria",hausa2,hausa,male,nigeria,False
1036,47.0,6.0,"malumfashi, nigeria",hausa3,hausa,female,nigeria,False
1038,45.0,16.0,"byumba, rwanda",rwanda1,rwanda,male,rwanda,False
1039,62.0,10.0,"kano, nigeria",hausa4,hausa,male,nigeria,False
1040,35.0,5.0,"lagos, nigeria",igbo3,igbo,male,nigeria,False
1041,42.0,3.0,"nyeri, kenya",kiswahili8,kiswahili,female,kenya,False
1042,33.0,10.0,"yabello, burana, ethiopia",oromo2,oromo,male,ethiopia,False
1043,20.0,8.0,"grugliasco, italy",italian18,italian,male,italy,False
1044,46.0,13.0,"kao-hsiung, taiwan",mandarin23,mandarin,female,taiwan,False
1045,52.0,10.0,"berchtesgaden, germany",bavarian2,bavarian,female,germany,False
1046,29.0,13.0,"toyama, japan",japanese11,japanese,female,japan,False
1047,43.0,12.0,"maine, niger",hausa5,hausa,female,niger,False
1048,48.0,6.0,"kano, nigeria",hausa6,hausa,male,nigeria,False
1049,48.0,6.0,"kaduna, nigeria",kanuri1,kanuri,female,nigeria,False
1050,52.0,7.0,"sokoto, nigeria",hausa7,hausa,male,nigeria,False
1051,38.0,0.0,"kansas city, missouri, usa",english292,english,male,usa,False
1052,22.0,0.0,"billings, montana, usa",english293,english,female,usa,False
1053,20.0,4.0,"ljubljana, slovenia",slovenian2,slovenian,male,slovenia,False
1054,29.0,7.0,"jakarta, indonesia",indonesian5,indonesian,male,indonesia,False
1055,37.0,25.0,"bangkok, thailand",thai8,thai,male,thailand,False
1056,22.0,11.0,"priluki, ukraine",ukrainian6,ukrainian,female,ukraine,False
1057,21.0,5.0,"zaporizhzhya, ukraine",russian23,russian,female,ukraine,False
1058,24.0,10.0,"gornji vakuf, bosnia and herzegovina",bosnian7,bosnian,female,bosnia and herzegovina,False
1059,24.0,21.0,"tbilisi, republic of georgia",georgian5,georgian,male,republic of georgia,False
1060,19.0,0.0,"naracoorte, australia",english294,english,female,australia,False
1061,23.0,5.0,"islamabad, pakistan",urdu7,urdu,male,pakistan,False
1062,28.0,15.0,"paris, france",french31,french,male,france,False
1063,26.0,11.0,"tomislavgrad, bosnia and herzegovina",croatian5,croatian,female,bosnia and herzegovina,False
1064,20.0,10.0,"villach, austria",german21,german,female,austria,False
1065,19.0,9.0,"lidkoping, sweden",swedish10,swedish,female,sweden,False
1066,26.0,16.0,"klando, czech republic",czech5,czech,female,czech republic,False
1067,25.0,0.0,"airdrie, alberta, canada",english295,english,male,canada,False
1068,23.0,4.0,"quezon city, philippines",filipino1,filipino,male,philippines,False
1069,32.0,12.0,"barranquilla, colombia",spanish65,spanish,male,colombia,False
1070,18.0,0.0,"edmonton, alberta, canada",english296,english,female,canada,False
1071,19.0,0.0,"lindenhurst, new york, usa",english297,english,male,usa,False
1072,22.0,0.0,"lismore, new south wales, australia",english298,english,male,australia,False
1073,33.0,19.0,"sochi, russia",russian24,russian,female,russia,False
1074,28.0,7.0,"jerusalem, israel",hebrew8,hebrew,male,israel,False
1075,59.0,0.0,"windsor, ontario, canada",english299,english,male,canada,False
1076,18.0,0.0,"dublin, ireland",english300,english,male,ireland,False
1077,30.0,12.0,"san salvador, el salvador",spanish66,spanish,male,el salvador,False
1078,41.0,0.0,"toronto, ontario, canada",english301,english,male,canada,False
1079,26.0,15.0,"tuzla, bosnia and herzegovina",serbian15,serbian,female,bosnia and herzegovina,False
1080,60.0,16.0,"kabinda, democratic republic of congo",french32,french,male,democratic republic of congo,False
1081,25.0,11.0,"prishtina, kosovo",albanian6,albanian,female,kosovo,False
1082,24.0,15.0,"sarajevo, bosnia and herzegovina",bosnian8,bosnian,female,bosnia and herzegovina,False
1083,23.0,14.0,"doboj, bosnia and herzegovina",croatian6,croatian,female,bosnia and herzegovina,False
1084,32.0,6.0,"orissa, india",oriya2,oriya,male,india,False
1085,22.0,0.0,"melbourne, australia",english302,english,male,australia,False
1086,45.0,0.0,"anaheim, california, usa",english303,english,female,usa,False
1087,31.0,16.0,"phnom penh, cambodia",khmer4,khmer,male,cambodia,False
1088,20.0,0.0,"clare, ireland",english304,english,female,ireland,False
1089,21.0,10.0,"shanghai, china",mandarin24,mandarin,female,china,False
1090,51.0,9.0,"dilla, ethiopia",gedeo1,gedeo,male,ethiopia,False
1091,18.0,8.0,"kiev, ukraine",ukrainian7,ukrainian,male,ukraine,False
1092,21.0,12.0,"elsterwerda, germany",german22,german,female,germany,False
1093,24.0,0.0,"london, uk",english306,english,female,uk,False
1094,24.0,0.0,"la paz, bolivia",english305,english,female,bolivia,False
1095,21.0,5.0,"freetown, sierra leone",krio3,krio,female,sierra leone,False
1096,58.0,41.0,"orhei, moldova",russian25,russian,female,moldova,False
1097,23.0,17.0,"chisinau, moldova",russian26,russian,female,moldova,False
1098,30.0,9.0,"kirkuk, iraq",kurdish4,kurdish,male,iraq,False
1099,55.0,48.0,"chisinau, moldova",romanian17,romanian,female,moldova,False
1100,48.0,0.0,"alexandria, va, usa",english307,english,male,usa,False
1101,34.0,0.0,"cardiff, wales, uk",english308,english,male,uk,False
1102,18.0,4.0,"athens, greece",greek7,greek,male,greece,False
1103,18.0,6.0,"bangkok, thailand",thai9,thai,female,thailand,False
1104,44.0,12.0,"rehoboth, namibia",nama1,nama,male,namibia,False
1105,44.0,0.0,"dunedin, new zealand",english309,english,female,new zealand,False
1106,48.0,7.0,"freetown, sierra leone",krio4,krio,female,sierra leone,False
1107,45.0,10.0,"asmara, eritrea",tigrigna5,tigrigna,male,eritrea,False
1108,37.0,0.0,"oxford, uk",english310,english,female,uk,False
1109,25.0,10.0,"campo grande, brazil",portuguese26,portuguese,female,brazil,False
1110,38.0,0.0,"detroit, michigan, usa",english311,english,female,usa,False
1111,48.0,14.0,"santa marta, colombia",spanish67,spanish,female,colombia,False
1112,42.0,11.0,"kerman, iran",farsi12,farsi,male,iran,False
1113,40.0,0.0,"edmonton, alberta, canada",english312,english,female,canada,False
1114,19.0,11.0,"rome, italy",italian19,italian,male,italy,False
1115,30.0,12.0,"al-ayn, united arab emirates",arabic28,arabic,male,united arab emirates,False
1116,19.0,17.0,"doha, qatar",arabic29,arabic,male,qatar,False
1117,25.0,7.0,"seoul, south korea",korean18,korean,male,south korea,False
1118,21.0,14.0,"seoul, south korea",korean19,korean,female,south korea,False
1119,28.0,0.0,"silver spring, maryland, usa",english313,english,male,usa,False
1120,26.0,0.0,"memphis, tennessee, usa",english314,english,female,usa,False
1121,25.0,0.0,"los angeles, california, usa",english315,english,male,usa,False
1122,33.0,0.0,"sacramento, california, usa",english316,english,male,usa,False
1123,32.0,15.0,"naples, italy",italian20,italian,male,italy,False
1124,42.0,20.0,"trento, italy",italian21,italian,male,italy,False
1125,28.0,13.0,"wuxi, jiangsu, china",mandarin25,mandarin,female,china,False
1126,58.0,13.0,"inchon, south korea",korean20,korean,female,south korea,False
1127,62.0,10.0,"montreal, quebec, canada",french33,french,male,canada,False
1128,33.0,8.0,"sao paulo, brazil",portuguese27,portuguese,female,brazil,False
1129,24.0,17.0,"addis ababa, ethiopia",amharic11,amharic,female,ethiopia,False
1130,26.0,15.0,"addis ababa, ethiopia",amharic12,amharic,female,ethiopia,False
1131,28.0,6.0,"addis ababa, ethiopia",amharic13,amharic,female,ethiopia,False
1132,26.0,0.0,"burlington, vermont, usa",english317,english,male,usa,False
1133,19.0,8.0,"riyadh, saudi arabia",arabic30,arabic,female,saudi arabia,False
1134,20.0,14.0,"ho chi minh city, vietnam",vietnamese9,vietnamese,male,vietnam,False
1135,23.0,9.0,"sofia, bulgaria",mongolian5,mongolian,male,bulgaria,False
1136,30.0,7.0,"katsina, nigeria",hausa8,hausa,male,nigeria,False
1137,46.0,0.0,"sarnia, ontario, canada",english318,english,male,canada,False
1138,29.0,0.0,"grimsby, lincolnshire, uk",english319,english,male,uk,False
1139,57.0,17.0,"budapest, hungary",hungarian7,hungarian,female,hungary,False
1140,36.0,6.0,"freetown, sierra leone",krio5,krio,male,sierra leone,False
1141,31.0,12.0,"emei, sichuan, china",mandarin26,mandarin,female,china,False
1142,21.0,12.0,"ulsan, south korea",korean21,korean,male,south korea,False
1143,29.0,5.0,"kutch, gujarat, india",gujarati6,gujarati,male,india,False
1144,19.0,9.0,"kocaeli, turkey",turkish20,turkish,female,turkey,False
1145,19.0,8.0,"inchon, south korea",korean22,korean,female,south korea,False
